iter	Logloss
179	0.1937916021
180	0.1934856269
181	0.1932261282
182	0.1929512665
183	0.1926169857
184	0.1923751996
185	0.1921032233
186	0.1918120917
187	0.191520686
188	0.1912140281
189	0.1909740604
190	0.1906770187
191	0.1904594304
192	0.1902304626
193	0.1899641807
194	0.1897047113
195	0.1894590508
196	0.1891601331
197	0.1888733205
198	0.188646179
199	0.1884376184
200	0.1881477839
201	0.1878920383
202	0.1876132953
203	0.1873542135
204	0.1871386429
205	0.1869221546
206	0.1866345417
207	0.1863814135
208	0.1861129256
209	0.1858700033
210	0.1856276363
211	0.1853673621
212	0.1850075477
213	0.184760657
214	0.1845420428
215	0.1842520061
216	0.1839964232
217	0.1837301123
218	0.183489104
219	0.1832150599
220	0.1830344124
221	0.1829067699
222	0.1826552211
223	0.1823947166
224	0.1821430522
225	0.1819329114
226	0.1816977074
227	0.1814362477
228	0.1812055769
229	0.1809651547
230	0.1807180375
231	0.1805310439
232	0.1802895229
233	0.1800671495
234	0.1798750138
235	0.1796308144
236	0.1794270067
237	0.1791978329
238	0.178949395
239	0.1787360689
240	0.1784889896
241	0.1782964611
242	0.178087238
243	0.1778939734
244	0.1776992705
245	0.1774558352
246	0.1772165903
247	0.1769524215
248	0.1767350491
249	0.1764795925
250	0.1762712898
251	0.1760224154
252	0.1757847634
253	0.1755685956
254	0.1754531079
255	0.1752798878
256	0.1750660835
257	0.1748446713
258	0.1746226953
259	0.1744323321
260	0.174255877
261	0.1740753694
262	0.1738196529
263	0.1736681253
264	0.1734330831
265	0.173209084
266	0.1730344475
267	0.1728268594
268	0.1726077385
269	0.1724581896
270	0.1723617637
271	0.172167539
272	0.1720240507
273	0.1718413607
274	0.1716558674
275	0.1715036294
276	0.1712992596
277	0.1710869451
278	0.1708635445
279	0.170619807
280	0.170438299
281	0.1702366931
282	0.1701478485
283	0.1699700414
284	0.1698184708
285	0.1696438509
286	0.1694491021
287	0.1693029794
288	0.1691416423
289	0.169009981
290	0.1687991119
291	0.1685891616
292	0.1683831444
293	0.1682419054
294	0.1680648554
295	0.1678891681
296	0.1677254968
297	0.1675681846
298	0.1673435893
299	0.1671117927
300	0.166922209
301	0.1666990496
302	0.166494009
303	0.166344855
304	0.166198616
305	0.1659843443
306	0.1658284293
307	0.1657438153
308	0.1655396623
309	0.1653396306
310	0.165151132
311	0.1649683896
312	0.1647846073
313	0.1646012569
314	0.1644452749
315	0.1642751395
316	0.1640745467
317	0.1639235895
318	0.1637904461
319	0.1636053226
320	0.1633857225
321	0.1631550676
322	0.1629448369
323	0.1628099931
324	0.1626310388
325	0.1624543584
326	0.1622528034
327	0.1620419156
328	0.1618900108
329	0.1617292791
330	0.1615211994
331	0.1613406579
332	0.1611381711
333	0.1609428609
334	0.1607577423
335	0.1605544962
336	0.1603897405
337	0.1602445799
338	0.1600439948
339	0.1598754478
340	0.159672561
341	0.1595010187
342	0.1593337768
343	0.159154539
344	0.1589454379
345	0.1587694699
346	0.1586055748
347	0.1584697582
348	0.1582890041
349	0.1580825949
350	0.1578810017
351	0.1576700144
352	0.1575287527
353	0.1573796373
354	0.1572537197
355	0.1571267509
356	0.1569840183
357	0.1567897413
358	0.1566319041
359	0.1564469501
360	0.1562889156
361	0.1560923803
362	0.1560066036
363	0.1558963869
364	0.1557235554
365	0.1555368494
366	0.1553461022
367	0.1551614498
368	0.155004857
369	0.1548094514
370	0.1546170536
371	0.1544283681
372	0.1542456677
373	0.1540888117
374	0.1539464501
375	0.153793722
376	0.1536809496
377	0.1534911806
378	0.1533828455
379	0.1532207804
380	0.1530318898
381	0.1528637216
382	0.1526993468
383	0.1525281533
384	0.1523473312
385	0.1521913349
386	0.1520032608
387	0.1518985616
388	0.1517869868
389	0.1515910871
390	0.1514389754
391	0.1513134639
392	0.1511478969
393	0.150976329
394	0.1508552871
395	0.1506662263
396	0.1504865607
397	0.1502817362
398	0.1501623361
399	0.1500769533
400	0.1499805729
401	0.1498895809
402	0.1497663823
403	0.1496354435
404	0.1494576679
405	0.1493001896
406	0.1491692684
407	0.1489909809
408	0.148814
409	0.1486807639
410	0.1485106971
411	0.1483374634
412	0.148163249
413	0.1480071856
414	0.1478464744
415	0.1477140277
416	0.1475108293
417	0.1473686785
418	0.147242492
419	0.1470750433
420	0.1469468656
421	0.1467843461
422	0.1466089428
423	0.1464723774
424	0.146294867
425	0.1461791995
426	0.1460110133
427	0.1459056689
428	0.1457519383
429	0.1456016059
430	0.145463333
431	0.145331608
432	0.1451965068
433	0.1450304317
434	0.1448728895
435	0.1447898207
436	0.1446358289
437	0.144556932
438	0.1443758293
439	0.1442607808
440	0.1441634644
441	0.1440423286
442	0.1438702039
443	0.1437251623
444	0.1435778583
445	0.14346678
446	0.143333873
447	0.143240901
448	0.1431371869
449	0.1429902602
450	0.1428735285
451	0.1427632127
452	0.1426031473
453	0.1424331204
454	0.1422758006
455	0.1421592585
456	0.1420555223
457	0.1419334903
458	0.1417646445
459	0.1416476436
460	0.1414729761
461	0.1413157647
462	0.1411417496
463	0.1409906908
464	0.1408584686
465	0.1407074324
466	0.1406043537
467	0.1404848336
468	0.1403391783
469	0.1402032987
470	0.1400492092
471	0.1398892563
472	0.1397175812
473	0.1395771799
474	0.139440443
475	0.1392772676
476	0.1391049947
477	0.1389735189
478	0.1388075488
479	0.138633351
480	0.1384843812
481	0.1383404299
482	0.1382042254
483	0.1380911527
484	0.1379835249
485	0.1378567174
486	0.1377094907
487	0.1375751819
488	0.1374630851
489	0.1373127253
490	0.1371857782
491	0.1370308918
492	0.1369181782
493	0.1367959003
494	0.1366290758
495	0.1364870328
496	0.1363753703
497	0.1362767193
498	0.1361873007
499	0.1360746632
500	0.1359916613
501	0.1358773725
502	0.1357598494
503	0.1356800014
504	0.1355970461
505	0.1354686216
506	0.1353412689
507	0.1352061339
508	0.1350964261
509	0.1349859294
510	0.1348503562
511	0.1347514073
512	0.1345973774
513	0.1344481847
514	0.1342832672
515	0.1342114706
516	0.1340885781
517	0.1339832642
518	0.1338722531
519	0.1337536056
520	0.1336045527
521	0.1334987195
522	0.1333792
523	0.1332527855
524	0.1331845224
525	0.1330655763
526	0.1329257369
527	0.1328381527
528	0.1327009953
529	0.1326120833
530	0.1324559496
531	0.1323129532
532	0.1321675279
533	0.132044069
534	0.1318897745
535	0.1317468555
536	0.1316283129
537	0.1315361014
538	0.1313930018
539	0.131315959
540	0.1312525576
541	0.1311402789
542	0.1309999944
543	0.1308656781
544	0.1307056317
545	0.1305897203
546	0.1304495882
547	0.1303225077
548	0.1302097558
549	0.1300609702
550	0.129963433
551	0.1298291492
552	0.1297186628
553	0.1296177203
554	0.1295274609
555	0.1294495433
556	0.129335063
557	0.1292553737
558	0.1291346197
559	0.1290845693
560	0.1289397717
561	0.1288426034
562	0.1287177168
563	0.1286076857
564	0.1284482179
565	0.1283124684
566	0.1281809415
567	0.1280481722
568	0.1279369385
569	0.1278597047
570	0.127745866
571	0.12761053
572	0.1274954195
573	0.1273630294
574	0.1272452203
575	0.1271853014
576	0.1271100569
577	0.1269820008
578	0.1269018034
579	0.1267732984
580	0.1266197308
581	0.1264686463
582	0.1263299246
583	0.1261920851
584	0.1260868478
585	0.1259768295
586	0.1258258703
587	0.1256797455
588	0.125556099
589	0.1254546811
590	0.1253288155
591	0.125198632
592	0.1250886044
593	0.1249932467
594	0.1249192261
595	0.1248255786
596	0.1247425288
597	0.1246166887
598	0.1245149747
599	0.1244260507
600	0.1243393554
601	0.1242031482
602	0.1240660127
603	0.1239712767
604	0.1239016444
605	0.1237765982
606	0.1236380025
607	0.1235467664
608	0.1234256594
609	0.1233077935
610	0.1231801796
611	0.1230645226
612	0.1229691015
613	0.1228807392
614	0.1227840796
615	0.1226489993
616	0.1225696687
617	0.1224307204
618	0.1222869872
619	0.1221912629
620	0.122112897
621	0.1219835267
622	0.1218699715
623	0.1218034749
624	0.1216964229
625	0.1216070122
626	0.1214727123
627	0.1213757238
628	0.1212768367
629	0.121146299
630	0.1210018125
631	0.1208645206
632	0.1207470657
633	0.1206553944
634	0.1205458144
635	0.1204846625
636	0.120421129
637	0.120316662
638	0.1202514352
639	0.1201240378
640	0.1199934104
641	0.1198894211
642	0.119801475
643	0.1196871446
644	0.1195859708
645	0.1194639202
646	0.1193602798
647	0.1192549982
648	0.1191233163
649	0.1190161469
650	0.1189241803
651	0.1188396543
652	0.1187434019
653	0.1186702977
654	0.1186115937
655	0.118485096
656	0.1184424397
657	0.1183580201
658	0.1182653563
659	0.1181347251
660	0.1180376506
661	0.1179301752
662	0.1177929444
663	0.1176573889
664	0.1175471676
665	0.1174266704
666	0.117324192
667	0.1172402179
668	0.117111982
669	0.1170006045
670	0.1169028485
671	0.1167883029
672	0.1167145907
673	0.1166183215
674	0.1165179684
675	0.1164008047
676	0.1162846245
677	0.116197162
678	0.1160877011
679	0.1159915962
680	0.1158607691
681	0.115739244
682	0.1156336357
683	0.1155754838
684	0.1154632697
685	0.1153401786
686	0.1152771673
687	0.1151864508
688	0.1151070839
689	0.1150130814
690	0.1149059272
691	0.114809526
692	0.114752202
693	0.1146500132
694	0.1145375246
695	0.1144181911
696	0.1143618229
697	0.1142804912
698	0.1142194615
699	0.1141081369
700	0.1140071966
701	0.1139122853
702	0.1138094597
703	0.1137093857
704	0.1136308878
705	0.1135340504
706	0.1134127599
707	0.1133593377
708	0.1132526906
709	0.1131700724
710	0.1130832018
711	0.1129691975
712	0.1128488092
713	0.1127527743
714	0.1126744743
715	0.1125719398
716	0.1124432256
717	0.1123373939
718	0.1122499105
719	0.1121441938
720	0.1120162205
721	0.1119503069
722	0.1118836637
723	0.1117900912
724	0.1116997626
725	0.1116116753
726	0.1115238707
727	0.111415313
728	0.1113458213
729	0.1112488907
730	0.1111369573
731	0.1110449274
732	0.1109159146
733	0.1108708161
734	0.1107513645
735	0.1106324307
736	0.1105387549
737	0.1104597246
738	0.1103769383
739	0.1102953426
740	0.1101823868
741	0.1100836862
742	0.1100022043
743	0.109912991
744	0.1098002008
745	0.1096705844
746	0.1095478167
747	0.1094398233
748	0.1092980505
749	0.1092149255
750	0.1091415812
751	0.109069134
752	0.1090014292
753	0.1089054694
754	0.1087932483
755	0.1087076872
756	0.1086093452
757	0.1085164129
758	0.1084287285
759	0.1083437956
760	0.108248824
761	0.1081667879
762	0.1080727733
763	0.1079936352
764	0.1079013233
765	0.1077846138
766	0.1077227819
767	0.107645241
768	0.1075257936
769	0.1074033645
770	0.1073337042
771	0.1072266423
772	0.1071431842
773	0.1070274224
774	0.1069660544
775	0.1068535822
776	0.1067559799
777	0.1066341009
778	0.10654585
779	0.1064357125
780	0.1063540868
781	0.1062340931
782	0.1061366651
783	0.1060256743
784	0.1059267935
785	0.1059095845
786	0.1058346784
787	0.1057665194
788	0.1056425791
789	0.1055261815
790	0.1054246613
791	0.1053185879
792	0.1052476061
793	0.1051941333
794	0.1050733907
795	0.1050089679
796	0.1049192156
797	0.104850798
798	0.1047512835
799	0.1046376479
800	0.1045505006
801	0.1044793137
802	0.1043763236
803	0.1042975798
804	0.1042284452
805	0.1041636942
806	0.1041158825
807	0.1040103282
808	0.1039073065
809	0.1037985791
810	0.1036958776
811	0.103589612
812	0.103503097
813	0.1033953237
814	0.103275682
815	0.1031892496
816	0.1030881632
817	0.1029919248
818	0.1029162221
819	0.1028096037
820	0.1026944326
821	0.1026238526
822	0.1025410657
823	0.1024865165
824	0.1024182295
825	0.1023445799
826	0.1022490523
827	0.1021578316
828	0.1020812279
829	0.1019995887
830	0.1019166463
831	0.1018261728
832	0.1017205982
833	0.1016164807
834	0.1015292424
835	0.1014257129
836	0.1013439483
837	0.1012458157
838	0.1011442146
839	0.1010242972
840	0.1009318731
841	0.1008172782
842	0.1007254551
843	0.1006088405
844	0.100546687
845	0.1004616663
846	0.10039297
847	0.1003077311
848	0.1002529183
849	0.1001543764
850	0.1000575039
851	0.09997102807
852	0.09986805039
853	0.09976067349
854	0.09968503693
855	0.09960045997
856	0.09948280736
857	0.0994156069
858	0.09932316456
859	0.09926105427
860	0.09918870619
861	0.09908870244
862	0.09904118079
863	0.09897921235
864	0.09889352897
865	0.09879569734
866	0.09872185552
867	0.09862310792
868	0.09855849923
869	0.0984600525
870	0.09838263374
871	0.09828111262
872	0.0982624836
873	0.09817638177
874	0.09810748278
875	0.09799837823
876	0.09792106297
877	0.09783536717
878	0.09771130959
879	0.09766393219
880	0.09759288025
881	0.09752057605
882	0.09740753105
883	0.0972990376
884	0.09720745669
885	0.09710610594
886	0.09701830993
887	0.09693340122
888	0.09684940347
889	0.0967380372
890	0.09663989249
891	0.09654835504
892	0.09648964064
893	0.09639590662
894	0.09632635675
895	0.09626350597
896	0.09621480926
897	0.09615685425
898	0.09609234646
899	0.09599018375
900	0.09591824047
901	0.09585405025
902	0.09579234743
903	0.09571147858
904	0.09567034259
905	0.09557698174
906	0.09556373395
907	0.09551681601
908	0.09541924707
909	0.09535885237
910	0.09527427508
911	0.09523184125
912	0.09513224996
913	0.09503892059
914	0.0949434764
915	0.09484929734
916	0.09476735113
917	0.09465851118
918	0.09459457023
919	0.09450036385
920	0.09440508336
921	0.09430954663
922	0.09424109021
923	0.09414007319
924	0.09408876742
925	0.09401911276
926	0.09393651
927	0.09387438666
928	0.09382283528
929	0.09375863618
930	0.09370063639
931	0.09363830619
932	0.0935762114
933	0.09348216625
934	0.09341870267
935	0.09332507745
936	0.09324035164
937	0.09314456669
938	0.09306661157
939	0.09299365155
940	0.09288976765
941	0.09280778143
942	0.09271836239
943	0.09267502328
944	0.09257227233
945	0.09250950994
946	0.09245350386
947	0.0923862806
948	0.09232692726
949	0.09225982146
950	0.09218006215
951	0.09212521435
952	0.09206001856
953	0.09198286697
954	0.09189599076
955	0.09182426328
956	0.09173298855
957	0.09166283166
958	0.09160374884
959	0.09151554021
960	0.0914617582
961	0.09138633514
962	0.09128338642
963	0.09119887726
964	0.09112396073
965	0.09105701401
966	0.0909870004
967	0.0909289526
968	0.09087291432
969	0.09082858649
970	0.0907687117
971	0.09065465722
972	0.09055358151
973	0.09049017842
974	0.09041068074
975	0.09033874113
976	0.09025997479
977	0.09015732707
978	0.0900893331
979	0.09001873597
980	0.08992529268
981	0.08987520925
982	0.08982620378
983	0.08974665393
984	0.08968133615
985	0.08961860999
986	0.08954190314
987	0.08946003424
988	0.08936968836
989	0.08929256777
990	0.08920459653
991	0.08912245092
992	0.08904465951
993	0.08897626852
994	0.08892170227
995	0.08886141273
996	0.08875495276
997	0.08871035766
998	0.0886297862
999	0.08855327344
